question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,r1,r2,s,ground_truth
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,46.992207,41.694843,35.845547,43.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.992207,41.694843,35.845547,43.4143,0.94736844,0,0.6931471805599453,93.98441,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,42.41678,35.21822,33.292793,36.62648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41678,35.21822,33.292793,36.62648,0.94736844,1,0.4054651081081644,84.83356,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,40.580875,31.399687,31.461111,32.73174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.580875,31.399687,31.461111,32.73174,0.94736844,2,0.2876820724517809,81.16175,1
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,30.78603,0.029896045,13.908402,0.029896045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.78603,0.029896045,13.908402,0.029896045,0.34210527,3,0.22314355131420976,61.57206,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,29.037209,0.0,13.196977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.037209,0.0,13.196977,0.0,0.4473684,4,0.18232155679395462,58.074417,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,26.247927,0.076070935,12.883344,0.076070935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.247927,0.076070935,12.883344,0.076070935,0.39473686,5,0.1541506798272583,52.495853,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,12.523032,4.83584,3.8072686,4.83584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.523032,4.83584,3.8072686,4.83584,0.42105263,6,0.13353139262452263,25.046064,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,9.098526,3.7719564,2.8367991,3.8181846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.098526,3.7719564,2.8367991,3.8181846,0.31578946,7,0.11778303565638346,18.197052,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,9.088282,3.5564525,1.9454896,3.5591621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.088282,3.5564525,1.9454896,3.5591621,0.34210527,8,0.1053605156578263,18.176563,0
dcb0339a-c987-4d32-89a9-d4a3d66e9aa4,8.903709,0.0,1.012601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.903709,0.0,1.012601,0.0,0.4473684,9,0.09531017980432487,17.807419,0
30dc2225-0464-4b7f-9f6c-ab5318eebd50,36.792294,31.031584,24.336956,32.252853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.792294,31.031584,24.336956,32.252853,1.0,0,0.6931471805599453,73.58459,2
30dc2225-0464-4b7f-9f6c-ab5318eebd50,36.778225,31.031584,24.336956,32.252853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.778225,31.031584,24.336956,32.252853,1.0,1,0.4054651081081644,73.55645,0
30dc2225-0464-4b7f-9f6c-ab5318eebd50,36.424667,28.778927,22.340025,29.908588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.424667,28.778927,22.340025,29.908588,1.0,2,0.2876820724517809,72.849335,1
30dc2225-0464-4b7f-9f6c-ab5318eebd50,34.224754,25.519642,19.811178,26.622091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.224754,25.519642,19.811178,26.622091,1.0,3,0.22314355131420976,68.44951,8
30dc2225-0464-4b7f-9f6c-ab5318eebd50,10.042286,1.9464828,0.116211034,2.1743932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.042286,1.9464828,0.116211034,2.1743932,0.42424244,4,0.18232155679395462,20.084572,0
30dc2225-0464-4b7f-9f6c-ab5318eebd50,9.73711,0.0,0.704823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73711,0.0,0.704823,0.0,0.5151515,5,0.1541506798272583,19.47422,0
30dc2225-0464-4b7f-9f6c-ab5318eebd50,9.710597,0.0,0.07478309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.710597,0.0,0.07478309,0.0,0.5151515,6,0.13353139262452263,19.421194,0
30dc2225-0464-4b7f-9f6c-ab5318eebd50,9.258217,0.0,0.20478337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.258217,0.0,0.20478337,0.0,0.45454547,7,0.11778303565638346,18.516434,0
30dc2225-0464-4b7f-9f6c-ab5318eebd50,9.158189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.158189,0.0,0.0,0.0,0.54545456,8,0.1053605156578263,18.316378,0
30dc2225-0464-4b7f-9f6c-ab5318eebd50,8.874641,0.0,0.6953191,0.22814402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.874641,0.0,0.6953191,0.22814402,0.42424244,9,0.09531017980432487,17.749283,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,91.80497,75.6319,55.356327,77.59265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.80497,75.6319,55.356327,77.59265,1.0,0,0.6931471805599453,183.60994,4
c1930d41-5457-4d5b-93a8-2c664c4053d4,90.70467,75.82931,55.020687,78.00758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.70467,75.82931,55.020687,78.00758,1.0,1,0.4054651081081644,181.40935,6
c1930d41-5457-4d5b-93a8-2c664c4053d4,21.794533,5.3233213,2.9279401,5.4450126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.794533,5.3233213,2.9279401,5.4450126,0.35,2,0.2876820724517809,43.589066,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,21.213884,0.0,0.53991485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.213884,0.0,0.53991485,0.0,0.55,3,0.22314355131420976,42.42777,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,19.086956,0.58206326,2.0531626,1.452947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.086956,0.58206326,2.0531626,1.452947,0.3,4,0.18232155679395462,38.173912,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,17.251762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.251762,0.0,0.0,0.0,0.4625,5,0.1541506798272583,34.503525,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,16.788383,2.2212498,1.1148373,2.3202329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.788383,2.2212498,1.1148373,2.3202329,0.375,6,0.13353139262452263,33.576767,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,16.566544,0.01227378,0.07430781,0.23707081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.566544,0.01227378,0.07430781,0.23707081,0.3125,7,0.11778303565638346,33.133087,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,16.492632,0.0,0.8735173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.492632,0.0,0.8735173,0.0,0.52500004,8,0.1053605156578263,32.985264,0
c1930d41-5457-4d5b-93a8-2c664c4053d4,15.920059,0.19670251,0.6677093,0.5539414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.920059,0.19670251,0.6677093,0.5539414,0.35,9,0.09531017980432487,31.840118,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,54.845203,57.355827,38.615765,57.672325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.845203,57.355827,38.615765,57.672325,0.9782609,0,0.6931471805599453,109.69041,2
fa6b05ad-8eaa-4699-8848-35d4c63800cb,25.873192,0.32851574,6.441672,0.32851574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.873192,0.32851574,6.441672,0.32851574,0.39130434,1,0.4054651081081644,51.746384,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,23.473083,0.0,6.5984883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.473083,0.0,6.5984883,0.0,0.36956522,2,0.2876820724517809,46.946167,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,22.779226,0.029896045,6.986615,0.029896045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.779226,0.029896045,6.986615,0.029896045,0.21739131,3,0.22314355131420976,45.558453,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,14.937079,4.5252295,4.25609,4.91363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.937079,4.5252295,4.25609,4.91363,0.36956522,4,0.18232155679395462,29.874159,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,13.395593,5.053561,4.25609,5.3018723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.395593,5.053561,4.25609,5.3018723,0.3478261,5,0.1541506798272583,26.791185,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,11.718173,2.3429406,2.114881,2.3429406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.718173,2.3429406,2.114881,2.3429406,0.43478262,6,0.13353139262452263,23.436346,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,11.587304,1.2929827,1.0228138,1.2929827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.587304,1.2929827,1.0228138,1.2929827,0.36956522,7,0.11778303565638346,23.174608,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,10.4543705,0.5391636,0.41873512,0.99512947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4543705,0.5391636,0.41873512,0.99512947,0.3478261,8,0.1053605156578263,20.908741,0
fa6b05ad-8eaa-4699-8848-35d4c63800cb,10.062743,3.5288482,0.0,3.8630424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.062743,3.5288482,0.0,3.8630424,0.19565217,9,0.09531017980432487,20.125486,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,275.59314,170.81299,119.630325,181.27434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.59314,170.81299,119.630325,181.27434,0.98999995,0,0.6931471805599453,551.1863,7
d0a0a532-013b-4921-8654-b6ca2ab76fb0,74.22554,4.0855584,23.586384,4.860861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.22554,4.0855584,23.586384,4.860861,0.24,1,0.4054651081081644,148.45108,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,71.225876,4.0855584,23.708744,4.860861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.225876,4.0855584,23.708744,4.860861,0.22999999,2,0.2876820724517809,142.45175,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,70.259186,3.3357298,22.678627,3.9860442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.259186,3.3357298,22.678627,3.9860442,0.21,3,0.22314355131420976,140.51837,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,66.96836,3.6994157,13.26375,3.9531646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.96836,3.6994157,13.26375,3.9531646,0.34,4,0.18232155679395462,133.93672,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,64.09303,20.27707,22.267857,22.154842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.09303,20.27707,22.267857,22.154842,0.29,5,0.1541506798272583,128.18607,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,57.74772,17.232204,20.701338,21.395004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.74772,17.232204,20.701338,21.395004,0.21,6,0.13353139262452263,115.49544,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,50.715603,7.155827,5.917404,7.428511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.715603,7.155827,5.917404,7.428511,0.38,7,0.11778303565638346,101.431206,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,50.13222,3.974698,1.5129126,6.1457253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13222,3.974698,1.5129126,6.1457253,0.22999999,8,0.1053605156578263,100.26444,0
d0a0a532-013b-4921-8654-b6ca2ab76fb0,49.81845,16.933386,7.50483,17.60932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.81845,16.933386,7.50483,17.60932,0.26999998,9,0.09531017980432487,99.6369,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,26.191725,23.731607,21.704096,23.842134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.191725,23.731607,21.704096,23.842134,0.9411765,0,0.6931471805599453,52.38345,2
0332610d-1d4a-4bfa-99f5-db8b36f65682,20.258646,0.0,6.986615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.258646,0.0,6.986615,0.0,0.47058824,1,0.4054651081081644,40.517292,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,18.637215,0.0,6.5984883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.637215,0.0,6.5984883,0.0,0.47058824,2,0.2876820724517809,37.27443,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,18.215801,0.0,6.441672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.215801,0.0,6.441672,0.0,0.47058824,3,0.22314355131420976,36.431602,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,17.796432,16.28875,9.621135,17.431858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.796432,16.28875,9.621135,17.431858,0.64705884,4,0.18232155679395462,35.592865,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,15.491448,15.000357,8.151287,16.054268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.491448,15.000357,8.151287,16.054268,0.5882353,5,0.1541506798272583,30.982897,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,13.986954,10.925418,5.5896997,10.974879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.986954,10.925418,5.5896997,10.974879,0.5882353,6,0.13353139262452263,27.973907,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,13.303903,11.266893,5.162422,11.266893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.303903,11.266893,5.162422,11.266893,0.5882353,7,0.11778303565638346,26.607805,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,11.617049,12.253281,6.625581,12.253281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.617049,12.253281,6.625581,12.253281,0.3529412,8,0.1053605156578263,23.234098,0
0332610d-1d4a-4bfa-99f5-db8b36f65682,10.639702,9.637025,4.936079,10.487412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.639702,9.637025,4.936079,10.487412,0.5882353,9,0.09531017980432487,21.279404,0
f9aff869-d1f6-4393-ad26-21d878655f37,18.759918,19.448465,14.356174,19.773964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.759918,19.448465,14.356174,19.773964,1.0,0,0.6931471805599453,37.519836,1
f9aff869-d1f6-4393-ad26-21d878655f37,17.850065,20.126614,14.327691,20.441362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.850065,20.126614,14.327691,20.441362,1.0,1,0.4054651081081644,35.70013,1
f9aff869-d1f6-4393-ad26-21d878655f37,6.4359455,2.2981293,2.8297584,2.3080752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4359455,2.2981293,2.8297584,2.3080752,0.42857143,2,0.2876820724517809,12.871891,0
f9aff869-d1f6-4393-ad26-21d878655f37,6.3594723,2.0766096,3.2346768,2.0812666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3594723,2.0766096,3.2346768,2.0812666,0.42857143,3,0.22314355131420976,12.718945,0
f9aff869-d1f6-4393-ad26-21d878655f37,6.036836,1.352377,2.816147,1.4844944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.036836,1.352377,2.816147,1.4844944,0.47619048,4,0.18232155679395462,12.073672,0
f9aff869-d1f6-4393-ad26-21d878655f37,5.93516,0.42186382,0.0,1.3281983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93516,0.42186382,0.0,1.3281983,0.47619048,5,0.1541506798272583,11.87032,0
f9aff869-d1f6-4393-ad26-21d878655f37,5.8253355,0.0,2.4212132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8253355,0.0,2.4212132,0.0,0.52380955,6,0.13353139262452263,11.650671,0
f9aff869-d1f6-4393-ad26-21d878655f37,5.715351,1.8829066,1.3742982,1.885263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.715351,1.8829066,1.3742982,1.885263,0.47619048,7,0.11778303565638346,11.430702,0
f9aff869-d1f6-4393-ad26-21d878655f37,5.537664,1.3914958,1.2962167,1.3914958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.537664,1.3914958,1.2962167,1.3914958,0.5714286,8,0.1053605156578263,11.075328,0
f9aff869-d1f6-4393-ad26-21d878655f37,5.341766,0.37555423,0.46062195,0.37943253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.341766,0.37555423,0.46062195,0.37943253,0.6666667,9,0.09531017980432487,10.683532,0
f6a6701b-5ecf-4d29-b938-da9a504ede93,26.624657,12.097441,5.6848335,12.289915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.624657,12.097441,5.6848335,12.289915,0.99999994,0,0.6931471805599453,53.249313,5
f6a6701b-5ecf-4d29-b938-da9a504ede93,26.22739,9.945608,3.9225726,10.086812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.22739,9.945608,3.9225726,10.086812,0.99999994,1,0.4054651081081644,52.45478,5
f6a6701b-5ecf-4d29-b938-da9a504ede93,25.751053,19.332802,10.943619,19.48484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.751053,19.332802,10.943619,19.48484,0.99999994,2,0.2876820724517809,51.502106,2
f6a6701b-5ecf-4d29-b938-da9a504ede93,11.291896,1.1242933,2.8180182,1.4485546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.291896,1.1242933,2.8180182,1.4485546,0.4634146,3,0.22314355131420976,22.583792,0
f6a6701b-5ecf-4d29-b938-da9a504ede93,11.277025,2.098769,0.11642524,2.1371126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.277025,2.098769,0.11642524,2.1371126,0.4634146,4,0.18232155679395462,22.55405,0
f6a6701b-5ecf-4d29-b938-da9a504ede93,10.887114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.887114,0.0,0.0,0.0,0.5121951,5,0.1541506798272583,21.774227,0
f6a6701b-5ecf-4d29-b938-da9a504ede93,10.6359825,1.5196869,0.0,1.6804798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6359825,1.5196869,0.0,1.6804798,0.63414633,6,0.13353139262452263,21.271965,0
f6a6701b-5ecf-4d29-b938-da9a504ede93,10.288504,0.76788235,0.32588798,0.76788235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.288504,0.76788235,0.32588798,0.76788235,0.48780486,7,0.11778303565638346,20.577007,0
f6a6701b-5ecf-4d29-b938-da9a504ede93,9.904853,1.6154383,1.3449527,1.9229751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.904853,1.6154383,1.3449527,1.9229751,0.53658533,8,0.1053605156578263,19.809706,0
f6a6701b-5ecf-4d29-b938-da9a504ede93,9.674853,0.84585035,0.0,0.84585035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.674853,0.84585035,0.0,0.84585035,0.36585364,9,0.09531017980432487,19.349707,0
0a96fc3f-b100-4de7-8219-c120e28503e3,77.14305,58.27223,69.71706,58.7972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14305,58.27223,69.71706,58.7972,0.95348835,0,0.6931471805599453,154.2861,5
0a96fc3f-b100-4de7-8219-c120e28503e3,49.120342,0.08968814,6.8648877,0.08968814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.120342,0.08968814,6.8648877,0.08968814,0.23255813,1,0.4054651081081644,98.240685,0
0a96fc3f-b100-4de7-8219-c120e28503e3,47.502148,0.0,6.5984883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.502148,0.0,6.5984883,0.0,0.37209302,2,0.2876820724517809,95.004295,0
0a96fc3f-b100-4de7-8219-c120e28503e3,45.369537,0.2282128,6.441672,0.2282128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.369537,0.2282128,6.441672,0.2282128,0.25581396,3,0.22314355131420976,90.739075,0
0a96fc3f-b100-4de7-8219-c120e28503e3,26.48358,8.7077675,4.576768,8.959877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48358,8.7077675,4.576768,8.959877,0.41860464,4,0.18232155679395462,52.96716,0
0a96fc3f-b100-4de7-8219-c120e28503e3,24.174557,8.804788,4.2892237,9.235976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.174557,8.804788,4.2892237,9.235976,0.44186047,5,0.1541506798272583,48.349113,0
0a96fc3f-b100-4de7-8219-c120e28503e3,22.704435,9.876986,3.2602937,10.434997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.704435,9.876986,3.2602937,10.434997,0.39534885,6,0.13353139262452263,45.40887,0
0a96fc3f-b100-4de7-8219-c120e28503e3,21.838116,6.6460843,2.7320209,7.038519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.838116,6.6460843,2.7320209,7.038519,0.44186047,7,0.11778303565638346,43.67623,0
